"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","V71"
"93",1,1,5,1,1,5,1,5,5,5,1,1,1,5,1,5,5,1,1,5,5,1,1,1,5,1,5,5,1,1,1,1,5,1,1,5,5,5,5,5,1,5,5,1,5,1,5,5,5,5,7,5,18,21,14,14,3,21,3,4,8,4,17,18,4,5,4,11,4,21,"0"
"94",5,1,5,1,1,1,1,5,5,5,5,1,1,1,5,1,1,5,1,1,5,1,1,1,5,1,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,5,1,5,1,1,5,5,3,6,3,5,13,5,15,17,5,15,13,17,4,8,4,15,17,17,"1"
"95",1,5,5,1,5,1,5,1,1,5,5,5,1,1,5,5,1,5,1,1,5,1,1,5,1,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,9,17,13,8,13,6,3,16,15,11,12,5,6,3,4,5,6,11,4,17,"1"
"96",1,5,1,5,5,1,1,5,5,5,1,1,5,5,5,5,5,1,5,1,1,5,1,5,1,5,5,1,5,1,1,5,1,1,5,5,1,5,1,1,5,5,5,5,5,1,1,1,5,5,5,3,5,7,11,25,3,15,4,24,4,19,4,3,19,19,6,5,7,25,"0"
"97",5,1,1,5,5,1,1,5,1,1,5,1,1,5,1,5,5,5,1,1,5,5,1,1,1,5,5,1,1,1,5,5,5,5,1,1,1,1,1,5,5,1,1,5,5,1,5,1,1,1,19,4,5,7,4,18,5,17,20,14,3,12,3,9,7,7,11,7,5,20,"0"
"98",5,5,1,1,5,5,1,1,5,1,5,5,5,5,5,1,1,1,5,1,5,1,1,1,5,1,5,5,5,5,5,1,5,1,5,1,5,1,1,1,1,5,1,1,1,1,5,1,5,5,11,5,3,5,8,4,3,6,5,8,7,12,5,17,8,4,13,23,4,23,"0"
"99",1,5,5,1,5,5,5,1,1,1,5,1,5,1,1,1,5,1,5,5,1,5,5,1,1,5,1,1,5,1,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,5,5,1,1,5,5,3,17,22,3,5,5,9,14,11,5,4,18,20,12,5,9,21,19,22,"0"
"100",5,5,5,1,1,5,5,5,1,5,5,5,1,1,1,5,5,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,5,1,5,5,5,1,5,1,1,1,5,5,5,5,1,5,1,7,4,17,20,5,13,4,17,3,12,17,7,10,3,4,11,7,6,4,20,"0"
"101",5,1,1,1,5,5,5,5,5,1,1,1,5,1,5,5,5,1,5,1,5,1,1,1,5,1,1,5,1,5,1,5,5,1,1,5,1,1,5,1,1,5,1,5,1,1,1,5,1,1,5,20,6,3,4,3,11,19,16,11,10,20,20,5,18,21,5,9,4,21,"0"
"102",1,5,5,5,5,5,5,5,5,1,5,1,5,1,1,5,5,5,5,5,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,1,5,5,1,5,5,5,7,3,14,14,3,10,8,4,11,12,5,3,13,8,18,15,9,5,4,18,"0"
"103",5,1,5,1,1,1,1,5,5,1,1,5,5,5,5,1,5,1,5,1,1,1,5,1,1,1,1,5,1,5,5,1,5,5,1,1,1,1,5,1,5,1,5,5,1,5,1,5,1,1,7,3,25,5,5,10,5,6,15,11,5,5,3,25,23,19,23,9,7,25,"0"
"104",1,1,1,1,1,5,1,1,1,5,5,5,1,1,5,5,5,1,1,1,1,5,5,5,1,1,5,5,5,1,1,1,1,1,1,5,5,1,5,5,5,1,1,5,5,1,5,5,5,1,13,16,5,3,18,17,5,5,6,18,17,18,10,10,3,4,16,14,4,18,"0"
"105",5,1,1,1,5,5,1,5,5,1,1,5,1,5,5,1,1,5,1,5,5,5,1,1,1,5,5,5,1,1,1,5,1,5,1,5,1,5,5,1,5,1,1,5,1,5,1,5,1,5,5,4,12,9,20,21,5,3,18,22,4,3,15,15,13,7,16,5,7,22,"0"
"106",5,1,1,5,1,5,5,5,1,5,1,5,5,5,5,5,5,1,5,5,5,1,1,1,1,5,1,1,1,5,5,1,1,1,1,5,5,5,1,5,5,5,5,5,1,5,1,1,1,5,4,8,7,9,10,5,14,17,6,3,5,7,17,18,4,6,11,15,4,18,"0"
"107",5,1,5,1,5,5,1,5,1,5,5,5,5,1,1,1,1,5,5,5,5,1,5,1,5,5,5,1,1,1,1,1,1,1,1,5,1,5,5,1,1,5,5,1,5,5,5,5,1,5,16,4,5,7,3,20,19,6,22,5,11,12,13,17,15,18,18,4,6,22,"0"
"108",5,1,5,5,5,5,5,5,1,5,5,5,5,1,5,5,1,5,5,5,5,1,1,1,5,1,1,5,1,5,1,1,5,1,5,1,1,5,5,5,5,1,1,5,1,1,1,5,1,1,18,5,3,5,15,9,6,12,5,8,9,4,6,4,16,10,19,13,12,19,"0"
"109",5,5,1,5,1,5,5,1,5,1,5,1,1,1,5,1,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,5,5,1,1,5,5,1,1,5,1,1,5,5,1,5,10,4,7,19,3,3,5,14,12,5,21,22,4,11,4,17,22,22,22,"0"
"110",5,1,5,1,5,1,1,5,5,5,1,5,1,1,5,1,5,5,1,1,1,1,5,5,1,1,5,1,5,5,5,1,1,1,5,1,1,5,1,1,1,5,5,5,5,5,1,1,1,5,3,5,12,3,16,15,17,5,5,8,7,7,6,11,8,12,19,6,19,19,"0"
"111",5,1,1,1,5,5,5,5,1,1,5,5,1,5,1,1,1,5,5,5,1,5,1,1,5,5,1,1,1,5,1,1,5,1,5,1,5,1,1,5,5,5,5,5,1,1,5,5,1,5,4,5,15,6,21,3,5,12,3,10,20,19,20,11,9,6,18,22,4,22,"0"
"112",5,5,5,5,1,5,1,5,1,1,1,5,1,1,1,5,5,1,5,1,5,1,1,5,1,5,5,1,5,1,1,1,5,1,1,5,5,5,1,5,1,1,5,5,5,1,1,1,5,1,5,7,10,4,3,17,4,16,3,16,19,5,10,11,4,14,16,9,7,19,"0"
"113",5,1,1,1,5,1,1,1,5,5,1,5,1,1,5,1,1,1,1,1,5,1,1,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,1,1,5,5,5,5,1,5,5,1,5,12,17,9,4,6,11,14,20,19,16,15,16,3,4,17,15,7,5,20,"0"
"114",1,1,1,1,5,5,5,1,1,5,1,1,1,1,1,1,1,5,1,1,5,5,1,1,1,5,1,5,1,1,5,1,5,5,1,1,1,5,1,5,1,5,1,1,5,5,5,1,1,5,16,12,3,15,16,3,13,8,15,16,5,8,7,16,14,16,18,10,10,18,"0"
"115",1,5,5,1,1,1,1,5,5,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,5,1,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,1,5,5,1,1,1,5,5,8,4,13,14,9,12,10,9,13,15,14,8,11,10,4,6,13,11,15,"1"
"116",1,5,5,1,1,1,5,5,5,5,1,1,1,1,5,5,5,5,1,1,1,5,1,5,1,1,1,5,1,1,5,5,5,5,1,1,5,1,5,1,1,5,1,5,5,5,5,5,1,5,5,8,4,18,12,13,15,5,9,19,16,4,5,4,12,14,5,9,4,19,"0"
"117",1,1,5,1,5,5,5,1,5,5,5,5,5,1,5,1,5,5,5,5,5,5,1,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,1,1,5,5,5,18,13,4,3,19,4,3,11,5,8,5,8,7,14,14,6,10,14,4,19,"0"
"118",1,1,5,1,5,1,5,5,5,5,5,1,1,1,1,5,5,1,1,5,1,1,5,1,5,1,1,5,1,1,1,1,1,1,5,5,1,1,1,5,1,1,1,5,1,5,5,5,5,5,7,5,4,22,5,13,3,5,24,20,21,10,14,3,21,21,16,20,4,24,"0"
"119",5,5,5,1,5,5,5,1,1,1,1,1,5,1,5,1,1,5,1,1,5,1,1,1,1,1,1,5,1,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,1,5,7,4,17,17,4,3,5,6,16,3,14,5,8,7,13,11,15,17,4,17,"1"
"120",1,1,1,1,1,5,5,5,5,5,5,5,1,1,5,5,1,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,1,5,5,1,1,1,5,5,5,5,5,1,1,5,5,5,14,11,3,4,10,21,26,4,23,3,23,21,11,9,7,5,26,"0"
"121",1,5,5,5,5,5,5,1,5,1,5,1,5,1,5,1,1,5,5,5,5,5,5,1,5,1,1,1,1,5,5,1,1,1,5,1,5,5,1,1,5,1,5,1,5,5,1,1,1,1,4,6,19,3,21,19,9,22,18,5,12,13,12,10,8,4,5,17,16,22,"0"
"122",1,5,1,5,1,5,1,1,1,5,1,1,1,1,5,5,1,1,1,5,1,1,5,5,5,1,5,5,5,5,5,5,5,1,1,5,5,1,1,1,1,5,1,1,1,1,1,5,5,1,5,7,9,12,13,3,10,12,7,12,5,3,11,13,4,11,17,6,4,17,"1"
"123",5,1,1,1,5,1,5,1,1,5,5,5,5,1,1,1,1,1,5,5,1,1,5,1,5,1,5,5,5,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,5,1,5,5,5,1,16,4,7,13,3,5,5,9,13,14,5,18,20,21,6,8,16,14,4,21,"0"
"124",1,5,1,5,1,5,5,1,1,5,5,5,1,1,5,5,5,5,5,1,1,1,5,1,5,5,5,5,1,1,1,5,5,1,5,1,5,1,1,1,5,1,1,5,1,1,1,5,5,5,9,12,6,3,4,4,18,5,9,9,17,18,5,4,15,15,15,17,4,18,"0"
"125",5,5,1,1,1,5,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,5,5,1,5,5,5,1,5,5,1,1,5,1,5,5,1,1,1,5,1,5,1,1,1,5,5,1,1,1,9,10,11,12,15,3,20,16,9,6,5,3,14,16,14,20,14,9,7,20,"0"
"126",1,1,1,1,5,1,5,5,1,1,5,1,1,5,1,5,1,5,1,1,1,5,1,1,5,5,5,1,5,5,5,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,5,1,1,12,5,4,7,6,15,13,3,10,8,5,13,3,16,16,9,13,13,13,16,"1"
"127",5,5,5,1,1,1,5,1,5,1,1,5,1,5,5,5,5,1,1,5,5,1,1,5,1,1,1,1,5,5,1,5,1,1,5,1,1,1,5,1,1,5,1,1,1,5,1,1,5,1,4,16,5,22,5,17,7,5,3,9,5,3,19,21,12,16,5,10,7,22,"0"
"128",1,5,5,5,5,5,5,1,5,5,1,1,5,5,1,5,5,5,5,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,1,5,1,5,5,1,5,1,5,5,5,1,1,5,5,9,3,5,13,19,10,3,4,12,13,15,3,7,5,8,4,19,17,19,"0"
"129",5,5,1,1,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,1,1,1,5,5,1,1,5,5,1,5,5,5,1,1,1,5,1,1,5,5,5,1,5,1,1,5,5,1,1,5,5,5,15,5,3,5,15,6,14,10,5,4,3,4,12,15,17,7,7,17,"1"
"130",5,1,1,1,5,1,5,1,5,5,5,5,1,5,5,1,5,1,5,1,1,5,5,5,5,5,1,1,5,1,1,1,5,1,1,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,3,13,5,15,9,3,12,5,4,6,5,8,9,4,6,18,13,14,7,18,"0"
"131",5,5,1,1,5,1,1,1,5,5,1,1,5,5,5,5,1,1,5,1,1,5,5,1,5,1,1,5,1,1,1,5,5,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,1,5,5,5,13,17,6,3,15,3,9,6,18,4,17,5,4,16,16,6,4,18,"0"
"132",5,5,5,1,1,5,1,5,1,1,1,5,1,5,1,1,5,5,5,1,5,1,1,1,1,1,5,1,5,5,1,5,5,5,1,5,1,5,5,1,5,5,1,1,5,5,1,1,5,1,7,7,8,4,7,4,5,18,3,15,10,3,14,3,14,12,6,6,4,18,"0"
"133",5,5,1,1,1,1,1,5,5,5,1,5,1,5,1,5,5,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,5,1,5,5,1,5,1,5,1,1,5,5,5,1,1,5,1,1,5,6,19,11,21,3,15,18,4,7,5,3,16,14,9,12,19,9,7,21,"0"
"134",1,1,5,1,1,5,5,5,5,1,5,5,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,1,5,5,1,1,5,5,1,1,1,5,1,1,1,5,1,1,5,5,5,1,1,5,11,8,4,3,3,19,9,6,12,13,14,9,6,13,17,15,4,6,4,19,"0"
"135",1,5,1,5,1,5,1,1,5,5,1,5,5,1,1,5,1,5,1,5,1,5,1,5,5,5,1,1,1,1,1,1,5,1,1,5,1,5,5,1,5,1,5,5,5,5,1,1,5,1,5,4,4,5,15,3,17,5,6,4,7,8,11,12,14,14,6,10,10,17,"1"
"136",1,1,1,5,5,5,5,5,5,1,1,1,5,5,1,1,5,1,1,5,1,5,5,1,1,5,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,5,5,1,5,1,5,1,1,12,3,5,8,9,6,13,16,6,5,9,5,9,3,18,18,6,4,6,18,"0"
"137",5,1,5,5,5,5,5,5,1,1,5,5,1,1,5,5,5,5,1,1,1,5,5,5,5,1,5,1,5,5,1,1,5,5,1,5,5,5,1,1,5,1,1,1,1,5,5,1,5,1,5,7,13,3,18,3,11,5,8,5,3,15,17,8,10,18,12,9,7,18,"0"
"138",1,5,1,1,1,1,5,1,5,1,5,5,5,1,1,1,1,1,1,5,1,5,1,5,5,5,5,1,1,5,1,1,5,1,5,5,1,5,1,1,5,5,1,1,1,5,5,1,1,1,9,5,15,11,5,12,19,16,17,18,5,3,14,16,9,13,4,9,7,19,"0"
"139",1,1,5,1,5,1,1,5,5,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,5,1,5,5,5,1,5,1,1,5,1,5,5,5,1,5,5,5,13,3,17,4,16,7,8,10,3,6,18,17,4,3,4,16,16,4,18,"0"
"140",1,5,1,1,1,1,1,1,5,1,5,1,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,5,5,5,1,5,1,5,5,1,1,5,1,1,5,5,5,1,5,1,5,1,5,1,5,8,10,3,4,5,3,13,12,4,20,19,3,15,13,5,9,7,5,20,"0"
"141",5,1,5,1,5,1,1,1,1,1,1,5,5,1,5,1,5,1,5,1,5,5,1,1,1,5,5,5,1,1,1,5,5,1,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,5,5,21,8,4,14,15,7,5,19,20,15,16,17,3,4,10,6,6,4,21,"0"
"142",5,5,5,5,5,5,5,1,1,1,5,1,1,1,1,1,1,1,5,1,5,5,5,5,5,1,5,1,5,1,5,1,1,5,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,1,7,6,3,16,3,6,5,8,15,3,22,20,20,11,4,13,5,8,13,22,"0"
"143",1,5,1,1,1,5,5,1,5,1,1,1,5,1,1,1,1,1,5,1,5,5,1,1,1,1,1,5,5,5,5,1,5,5,1,5,1,1,5,5,1,5,1,1,1,1,1,1,5,5,7,19,16,12,3,12,4,3,9,4,5,4,3,15,13,17,17,5,7,19,"0"
"144",1,5,1,5,1,5,1,1,1,1,5,5,1,1,5,1,5,5,1,5,5,5,1,5,1,5,5,5,5,5,1,5,5,1,1,1,5,5,5,5,5,5,5,1,1,5,1,1,5,5,5,5,8,19,11,6,3,23,20,3,10,5,5,4,4,4,8,11,9,23,"0"
"145",1,5,5,5,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5,1,1,1,5,5,1,1,5,5,1,5,1,5,5,1,5,5,5,5,1,1,5,1,5,5,1,1,1,5,5,1,9,5,3,9,4,10,5,10,12,3,6,3,4,17,9,4,16,6,4,17,"1"
"146",5,1,1,1,5,1,1,1,1,5,5,5,5,5,1,5,1,1,5,1,1,1,5,5,5,5,5,1,5,1,1,5,5,5,5,5,1,5,5,1,1,1,5,1,1,5,1,1,1,1,12,16,5,3,3,18,5,18,20,3,17,5,14,18,18,9,6,4,5,20,"0"
"147",5,1,1,1,1,1,1,5,5,5,1,1,5,5,1,1,1,1,5,1,5,5,1,1,1,5,5,1,5,5,5,5,5,5,1,1,1,5,1,1,5,1,5,1,5,1,5,1,1,5,5,3,19,7,9,5,3,8,10,5,5,4,13,13,20,4,18,6,4,20,"0"
"148",1,1,5,5,5,1,1,5,5,1,5,1,5,5,5,1,1,1,1,5,1,5,1,1,5,1,5,5,1,5,1,5,5,1,1,1,5,5,1,5,5,1,1,5,1,1,5,5,1,5,5,18,16,10,7,5,19,15,5,6,14,13,12,11,4,4,12,16,4,19,"0"
"149",1,1,1,1,5,5,5,5,5,1,5,1,1,1,1,1,5,5,5,5,1,1,5,1,5,5,1,1,1,5,1,1,1,5,1,1,5,1,1,5,1,5,1,5,5,5,1,1,5,5,4,4,4,15,11,5,17,9,9,15,18,5,8,7,8,10,6,10,10,18,"0"
"150",1,1,1,1,1,5,5,5,1,1,5,1,5,1,5,5,5,5,1,5,5,1,5,5,5,1,1,1,5,1,1,1,5,1,5,1,1,1,5,5,5,1,5,1,5,5,5,5,1,1,10,5,21,6,3,9,3,11,13,20,16,5,3,16,16,8,4,9,7,21,"0"
"151",1,5,1,5,5,5,5,1,5,1,1,5,5,1,1,5,1,1,1,1,1,5,1,5,1,5,5,5,5,5,1,5,5,5,1,1,5,5,5,5,1,1,1,5,1,5,1,5,1,5,9,13,19,18,5,5,16,4,19,3,10,5,5,4,4,7,11,5,7,19,"0"
"152",1,1,5,1,5,1,1,1,1,5,1,1,5,5,5,5,1,1,1,5,5,1,5,1,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,1,5,11,3,5,8,7,20,16,16,4,3,6,3,12,10,17,19,7,5,20,"0"
"153",5,5,1,1,5,1,1,1,1,1,1,5,1,5,5,1,1,5,5,1,5,5,5,1,5,5,5,1,5,1,1,1,5,5,1,1,1,5,5,5,5,1,1,5,1,1,1,1,1,5,5,11,14,13,12,3,13,5,3,11,9,5,8,7,4,15,15,10,10,15,"1"
"154",5,5,1,1,1,5,1,5,5,5,1,1,1,5,1,5,1,5,1,5,5,5,1,5,1,1,5,1,5,1,5,5,1,5,5,1,5,5,5,5,5,1,1,1,5,5,1,1,5,5,10,7,13,9,5,13,3,3,7,7,4,5,3,4,17,17,4,5,7,17,"1"
"155",1,1,5,5,5,5,1,1,5,5,1,5,5,5,5,1,5,5,1,5,1,5,5,5,5,1,1,5,5,5,1,1,1,5,1,1,5,5,1,5,5,5,5,5,1,5,5,1,5,5,16,16,3,5,7,15,11,3,4,16,11,8,7,8,9,4,8,4,4,16,"1"
"156",5,1,5,1,5,5,1,1,1,1,5,1,5,1,5,5,1,5,5,5,1,5,1,5,5,1,1,5,5,1,5,1,5,1,1,1,5,5,1,5,1,1,1,5,1,5,5,5,5,1,9,4,18,5,7,13,8,14,18,20,19,6,10,11,4,5,15,16,4,20,"0"
"157",1,1,5,5,5,5,5,5,5,1,1,5,5,1,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,1,5,1,1,1,1,1,5,1,17,5,4,7,3,12,4,15,18,18,10,11,14,16,16,14,5,9,4,18,"0"
"158",5,5,1,1,1,5,5,1,5,1,5,5,1,1,5,1,5,5,5,5,1,1,1,1,5,1,5,5,1,5,1,1,1,1,5,5,5,1,1,1,1,1,1,5,1,1,1,5,5,5,9,4,9,4,17,14,5,5,11,16,19,5,7,3,16,16,11,15,4,19,"0"
"159",1,1,5,5,5,5,5,1,5,5,5,5,1,1,1,5,5,5,1,1,5,5,5,1,5,5,5,1,5,1,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,1,5,5,1,8,6,3,11,19,4,3,10,13,7,4,10,3,11,11,6,10,5,7,19,"0"
"160",1,1,1,5,1,5,5,1,5,5,5,1,5,5,5,1,5,5,1,1,1,5,1,1,5,5,1,1,1,5,5,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,5,1,5,5,8,17,4,5,5,3,7,6,3,11,12,13,13,15,23,4,4,23,4,23,"0"
"161",1,5,1,5,1,5,1,1,1,1,5,1,5,5,5,5,1,5,1,5,5,1,5,5,1,5,5,5,1,5,1,5,5,5,1,5,1,1,5,1,5,1,1,1,1,5,5,1,5,1,5,5,4,4,5,19,5,3,10,3,6,3,12,10,13,13,20,6,4,20,"0"
"162",1,5,1,5,5,1,5,5,1,1,1,5,1,1,5,1,5,1,5,1,5,5,1,1,5,1,5,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,5,5,5,16,7,9,14,18,3,5,15,16,5,5,4,11,13,7,18,19,4,19,"0"
"163",5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,5,1,5,1,1,5,5,1,5,1,5,5,5,5,5,1,1,1,5,1,5,1,1,5,1,1,5,5,1,5,5,5,5,5,5,16,5,7,12,16,4,3,11,3,10,5,17,21,3,16,14,5,9,4,21,"0"
"164",1,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,1,1,5,1,5,5,5,5,1,1,1,1,5,5,1,1,5,1,1,1,5,1,5,1,5,1,5,4,9,3,10,11,13,18,6,3,5,7,16,17,14,12,8,4,5,7,18,"0"
"165",5,1,5,5,5,1,1,1,1,1,5,5,5,1,5,5,5,1,5,1,5,1,1,5,1,5,1,5,5,5,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,5,1,5,5,4,4,5,7,3,5,5,12,9,5,8,7,18,6,18,12,8,16,4,18,"0"
"166",1,1,5,5,1,5,5,5,1,5,5,1,5,1,1,5,1,1,5,5,1,1,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,5,7,20,4,14,3,13,3,19,7,12,5,5,3,8,10,4,8,6,4,20,"0"
"167",1,5,1,5,1,1,1,5,5,5,5,5,5,1,1,5,5,5,1,5,1,5,1,5,5,1,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,1,1,5,5,1,1,5,5,5,7,16,4,5,10,6,5,4,7,15,4,11,4,10,11,4,23,19,4,23,"0"
"168",1,5,5,1,5,5,5,1,5,5,1,5,1,1,5,5,5,5,1,5,5,5,5,1,5,1,1,1,5,5,5,5,1,1,1,5,1,1,5,1,5,5,5,1,1,1,5,1,1,5,5,8,6,3,3,16,11,16,17,4,3,15,12,15,4,4,10,7,7,17,"1"
"169",5,5,1,5,5,1,1,1,5,5,1,5,5,1,1,1,5,5,1,1,1,1,5,1,1,1,1,1,5,5,1,5,1,1,1,1,5,5,1,5,1,1,1,5,5,5,5,1,1,5,3,5,17,14,5,5,13,18,18,5,4,18,5,4,4,14,16,16,16,18,"0"
"170",1,5,1,5,5,1,1,5,1,5,5,5,5,5,5,1,5,1,5,1,5,5,1,1,1,1,1,1,1,5,5,1,1,1,5,5,5,1,1,1,5,5,1,5,1,1,5,5,1,1,3,5,14,5,17,13,7,11,3,5,6,3,18,5,19,7,11,11,11,19,"0"
"171",1,1,5,5,5,5,5,1,1,5,5,1,5,1,1,5,1,5,5,1,5,1,5,1,1,1,1,1,5,5,1,5,1,1,1,1,1,1,5,1,5,1,1,1,5,1,5,1,5,5,7,4,6,3,10,3,5,4,12,11,22,19,20,13,15,16,4,16,4,22,"0"
"172",5,5,1,1,1,1,5,1,5,1,5,5,1,5,5,5,5,1,5,5,5,1,5,1,5,5,5,5,1,1,1,5,5,1,5,5,1,1,1,5,5,1,5,5,1,1,1,5,5,1,5,9,6,4,10,4,18,5,15,3,12,12,3,9,7,13,17,6,4,18,"0"
"173",5,5,1,5,5,5,1,1,5,1,1,5,5,1,1,1,1,5,1,5,5,1,5,1,1,5,5,5,1,1,1,1,1,1,5,1,1,5,5,1,5,1,5,1,5,5,1,1,1,5,13,5,16,3,16,5,6,4,11,15,12,13,16,16,8,4,5,6,11,16,"1"
"174",5,1,1,5,5,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,1,1,1,5,1,5,5,1,5,1,1,5,5,1,5,5,1,5,1,1,5,5,1,10,20,5,3,9,4,8,3,4,9,3,18,18,16,7,22,9,5,7,22,"0"
"175",5,5,5,1,1,1,5,5,1,5,5,1,5,1,1,5,5,1,1,1,5,5,5,1,1,1,1,5,1,1,5,1,1,5,5,1,1,1,5,5,5,5,1,5,5,1,5,5,5,1,3,5,5,11,19,5,8,4,14,6,7,5,10,3,15,15,10,14,4,19,"0"
"176",1,5,1,5,1,1,5,1,5,1,1,5,1,5,1,5,5,5,5,1,5,5,5,1,5,1,5,1,5,5,5,5,1,5,5,5,1,1,5,1,1,1,1,1,1,1,5,1,5,1,5,7,3,16,15,16,8,5,14,16,6,3,3,10,8,16,14,6,4,16,"1"
"177",1,1,5,1,1,1,5,5,5,5,5,1,5,5,5,1,1,1,5,1,1,1,5,1,5,1,1,5,5,1,5,5,1,1,5,1,5,5,5,5,1,1,1,5,1,5,1,1,5,5,5,11,3,7,11,5,3,8,4,10,13,11,8,9,4,17,13,14,16,17,"1"
"178",1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,1,1,5,1,5,1,5,5,1,1,1,5,1,5,1,1,1,5,1,1,5,5,1,5,5,5,1,1,1,1,5,1,5,5,5,7,5,18,7,23,17,10,3,16,21,20,21,4,10,9,4,20,18,4,23,"0"
"179",1,5,5,1,1,1,5,5,1,5,5,5,1,1,5,1,5,1,5,1,1,1,5,5,5,1,1,5,1,1,1,5,1,5,5,5,1,1,1,5,5,5,5,5,1,1,5,1,5,1,5,7,3,17,3,8,10,5,17,16,17,3,7,8,15,16,18,6,4,18,"0"
"180",1,1,1,5,5,5,5,1,5,5,5,1,1,1,5,1,1,1,1,5,5,5,1,5,5,1,5,5,1,5,1,1,5,1,5,5,1,5,1,1,5,5,5,5,5,1,1,5,5,5,12,9,7,6,14,13,5,3,9,13,4,12,4,3,17,17,4,8,4,17,"1"
"181",5,1,1,5,1,1,1,5,5,1,5,1,5,1,1,1,5,1,5,5,1,1,5,1,5,5,5,5,5,1,5,1,1,5,1,5,1,5,1,1,1,1,1,1,5,1,1,5,5,1,3,8,7,3,12,10,12,5,5,3,6,8,13,7,11,19,11,4,7,19,"0"
"182",5,1,5,5,5,5,5,1,1,1,1,5,1,1,5,5,1,1,5,1,1,5,1,5,5,1,1,5,5,5,1,1,1,1,1,1,5,5,1,5,5,1,1,5,1,5,1,1,1,5,5,15,18,15,5,4,14,3,12,20,17,5,8,7,4,8,12,10,10,20,"0"
"183",1,1,1,5,5,5,5,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,1,5,1,1,5,1,1,1,1,5,5,1,1,1,5,1,5,1,1,1,1,1,5,1,1,5,5,11,10,3,3,10,5,6,5,3,17,6,15,13,4,4,17,6,8,17,"1"
"184",1,1,5,1,5,1,1,5,1,5,1,1,1,1,5,5,1,1,1,1,1,5,1,5,1,5,1,5,1,5,1,5,5,1,1,5,5,1,5,1,5,5,5,1,5,5,5,5,5,5,11,12,8,4,4,7,5,8,9,23,15,16,7,6,18,18,6,6,4,23,"0"
"185",5,1,1,5,1,5,1,5,5,5,5,1,5,5,5,1,1,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,1,1,5,1,5,5,5,5,5,1,5,1,1,5,1,5,4,14,11,3,3,8,4,12,11,13,14,13,15,8,4,14,16,14,16,"1"
