"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","V71"
"94",1,10,1,10,1,1,10,1,10,1,1,10,10,1,1,1,10,1,10,10,10,10,10,1,1,1,1,1,10,10,10,10,10,1,10,1,10,10,10,1,10,10,10,10,10,10,1,1,10,1,16,13,14,5,7,4,7,5,5,5,16,14,6,11,8,5,10,2,7,16,1
"95",10,10,10,1,10,10,10,1,1,1,1,10,1,1,1,1,10,10,1,10,1,10,10,10,1,1,10,1,10,10,1,1,1,1,10,1,1,10,1,10,10,10,1,1,1,1,1,10,10,10,7,4,4,15,4,2,5,18,4,15,5,18,6,9,14,7,4,14,13,18,0
"96",10,10,10,1,1,1,1,10,10,1,1,10,10,1,10,1,1,10,1,10,1,10,10,10,10,1,1,10,1,1,10,1,1,10,1,1,1,1,10,1,10,10,10,10,1,1,10,1,1,1,5,6,4,4,2,14,17,14,20,24,22,6,7,12,8,11,17,23,13,24,0
"97",1,10,1,1,1,10,10,1,10,1,1,10,10,1,1,1,1,10,10,10,1,10,1,10,10,1,10,10,10,10,10,10,10,1,10,1,10,1,10,1,1,1,1,10,10,10,10,10,1,10,16,16,10,4,8,8,2,8,5,4,7,4,6,14,11,15,15,15,5,16,1
"98",1,1,10,1,10,10,1,1,1,1,1,1,10,1,1,1,1,10,1,10,10,1,10,10,1,10,10,1,10,10,1,1,1,10,1,1,1,1,10,1,1,1,1,1,1,10,1,1,10,10,4,19,11,12,17,18,9,12,11,19,13,4,6,9,11,16,4,5,2,19,0
"99",1,10,1,1,10,1,1,10,1,10,10,10,10,10,10,1,1,1,1,10,10,10,10,10,10,10,1,1,1,10,1,10,10,10,1,1,1,1,1,1,10,10,1,10,10,10,10,10,10,10,13,8,14,12,7,10,2,5,5,11,5,6,10,19,18,4,5,7,4,19,0
"100",1,1,1,10,10,10,1,10,10,1,1,10,1,10,1,10,10,1,1,10,10,1,1,10,10,10,10,10,10,10,10,10,10,10,1,10,10,1,10,10,1,1,10,1,10,1,10,10,1,1,9,6,5,4,20,22,5,4,5,10,8,4,5,17,18,11,2,8,4,22,0
"101",1,1,10,10,1,10,1,10,10,10,10,1,10,1,10,1,10,1,1,1,1,10,1,1,1,1,1,10,10,10,1,10,10,10,10,1,1,10,10,1,1,10,1,10,1,10,1,10,1,10,9,6,4,17,2,14,14,5,9,16,16,4,6,15,16,16,17,10,13,17,1
"102",1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,10,1,1,1,10,1,1,10,10,1,10,10,1,1,1,10,10,1,1,1,10,10,1,1,1,10,1,10,10,1,1,1,10,1,10,13,17,19,8,20,6,12,13,4,21,23,23,9,6,7,4,23,2,22,23,0
"103",1,1,1,1,1,10,10,1,10,1,1,1,10,1,10,1,10,10,1,10,10,10,1,1,10,1,1,1,10,10,10,10,1,10,10,10,1,10,10,1,1,10,1,1,1,1,10,1,10,1,4,4,12,7,4,8,5,16,22,20,9,5,21,12,18,16,13,8,11,22,0
"104",10,1,10,1,1,1,1,10,1,10,10,1,10,10,10,1,10,1,10,10,10,10,1,10,1,10,1,1,1,1,10,1,10,1,1,10,1,1,10,10,1,1,1,10,10,10,10,10,10,10,14,6,8,7,8,2,5,5,4,8,22,6,8,10,14,5,18,19,5,22,0
"105",1,1,10,1,1,10,10,1,10,1,1,10,1,1,10,1,10,1,1,10,10,1,10,10,10,1,1,10,1,10,1,10,10,10,1,10,10,10,10,10,10,1,1,1,10,1,1,1,10,1,13,4,4,6,4,8,7,7,7,5,10,10,5,16,17,10,15,6,4,17,1
"106",10,1,10,10,10,1,10,10,1,1,1,1,10,1,1,10,10,10,10,1,10,10,10,1,10,10,10,1,1,1,1,1,10,10,1,10,10,1,1,10,10,10,10,1,1,1,1,1,1,10,6,4,7,16,8,5,9,12,17,17,17,15,14,4,15,14,8,2,5,17,1
"107",10,1,10,10,10,1,1,1,10,1,10,10,10,1,10,10,10,1,10,1,1,1,10,10,10,1,10,1,1,10,1,10,1,10,1,10,10,1,10,10,10,10,1,10,10,1,1,10,1,1,6,12,8,8,17,6,2,8,11,4,14,14,14,7,10,5,14,13,4,17,1
"108",10,1,1,10,10,10,1,1,1,1,1,1,10,1,1,1,10,10,10,10,1,10,1,10,1,10,1,1,10,1,1,10,1,1,10,10,1,10,10,10,1,1,10,1,1,1,10,10,10,1,6,4,9,9,4,8,2,5,6,14,14,15,5,8,5,17,18,17,18,18,0
"109",10,1,10,1,10,10,1,10,10,10,10,10,10,10,10,10,1,10,1,1,1,10,1,10,10,10,1,10,1,1,1,1,1,1,10,1,10,10,1,1,1,10,10,10,10,10,1,1,10,10,6,5,4,20,16,4,13,4,5,10,12,9,19,12,8,11,5,5,2,20,0
"110",1,1,1,10,1,10,10,10,1,10,10,1,10,1,1,1,10,1,10,10,1,10,1,1,1,10,10,10,1,10,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,1,1,1,1,10,8,4,5,6,18,8,13,12,12,4,18,12,6,4,12,15,5,2,5,18,0
"111",1,1,10,1,1,10,1,10,10,10,1,1,10,1,10,10,1,10,1,10,1,10,1,1,1,1,1,1,1,10,1,1,1,10,1,1,10,10,1,10,1,10,10,1,10,1,1,10,10,10,10,4,5,4,12,7,5,6,8,19,16,13,21,14,15,5,10,13,2,21,0
"112",10,1,10,1,10,10,10,10,10,1,10,1,10,1,1,10,1,1,10,10,1,10,10,10,10,1,1,10,1,10,1,1,1,1,10,10,1,10,1,1,1,10,1,10,1,10,1,10,10,10,6,9,4,12,9,11,5,8,13,4,14,12,12,14,13,7,4,5,2,14,1
"113",10,1,1,10,10,1,1,10,1,10,1,10,10,10,1,1,1,1,10,1,10,1,1,10,1,10,10,10,1,1,10,1,1,10,10,1,10,10,10,1,1,10,1,10,1,1,1,10,1,10,4,11,2,4,7,11,11,4,18,7,21,6,9,13,5,13,12,6,17,21,0
"114",10,10,10,10,10,10,10,1,1,10,1,1,10,1,10,10,10,1,1,10,1,10,1,1,10,1,10,1,10,10,1,1,10,1,10,10,10,1,1,10,1,1,1,1,10,1,10,1,10,10,4,7,4,22,12,5,7,5,24,4,20,24,6,12,19,17,16,5,2,24,0
"115",1,10,10,10,10,10,1,1,10,1,1,1,1,10,1,10,1,1,1,10,10,10,1,1,1,10,1,10,1,10,1,10,10,10,10,10,10,1,1,10,10,1,10,1,1,10,1,1,1,1,6,6,8,10,11,10,4,5,4,11,13,6,13,14,15,12,2,7,10,15,1
"116",1,10,1,10,1,1,10,10,10,10,10,10,10,10,1,1,1,1,10,1,1,10,1,10,10,10,1,10,10,10,1,10,10,1,1,10,10,1,10,10,1,10,10,10,1,10,1,1,10,1,5,4,7,4,22,9,17,20,22,21,12,6,4,12,5,15,14,9,12,22,0
"117",10,10,10,10,1,10,1,10,10,10,10,1,1,1,1,10,1,1,1,10,1,1,1,1,10,10,1,10,1,10,1,10,1,10,10,1,10,1,10,10,10,1,1,10,1,10,10,1,10,1,8,6,5,4,10,13,12,4,7,9,8,12,10,11,16,8,13,2,5,16,1
"118",10,10,10,1,10,1,10,10,1,10,10,10,10,10,1,10,1,1,10,10,1,1,10,1,10,1,1,1,10,10,10,10,1,10,10,10,1,10,1,10,1,10,10,1,10,10,1,1,1,1,7,5,4,14,12,14,15,18,7,5,4,6,11,12,11,8,2,19,20,20,0
"119",1,1,10,1,10,1,1,1,10,1,1,1,10,10,1,10,10,1,10,1,1,10,10,1,1,1,10,10,1,1,10,10,10,10,10,1,1,10,1,1,1,1,1,1,1,1,1,10,10,10,9,4,5,14,2,5,7,7,13,11,4,6,6,9,11,15,15,12,13,15,1
"120",10,1,1,1,10,10,10,10,10,10,10,10,10,1,10,1,10,1,10,10,10,10,1,10,10,10,10,10,1,1,1,10,1,1,1,10,1,10,1,1,10,10,1,10,1,1,10,10,10,10,15,15,4,6,2,8,5,11,13,15,7,12,17,12,13,18,17,5,8,18,0
"121",1,1,1,1,10,1,10,1,10,1,1,10,1,1,10,1,10,1,1,1,10,1,10,10,1,10,1,1,1,10,1,10,1,10,10,10,1,1,10,1,1,10,1,1,10,10,10,10,10,1,10,14,15,15,5,2,4,7,7,7,5,15,11,10,7,16,15,7,4,16,1
"122",1,1,10,1,1,10,1,10,10,10,1,1,10,1,10,1,1,1,10,10,1,1,1,10,1,1,10,1,1,1,1,1,10,10,10,10,1,10,1,1,10,10,1,1,10,10,1,1,10,1,4,17,4,6,18,18,19,11,6,20,4,7,11,21,20,14,13,6,9,21,0
"123",10,10,10,10,10,1,10,10,1,1,10,1,10,1,10,1,10,10,1,10,10,1,10,10,1,1,10,10,1,1,10,1,10,10,1,1,1,1,10,1,1,10,1,10,1,10,10,1,1,1,4,8,12,6,11,14,4,11,5,9,7,6,9,12,13,16,2,15,18,18,0
"124",1,10,1,10,10,1,10,10,1,10,10,10,10,10,1,1,1,10,10,10,10,10,1,10,10,10,1,1,1,1,1,1,10,10,10,10,10,1,10,1,1,1,10,1,1,1,10,10,1,1,9,5,4,4,4,2,16,5,11,13,6,10,7,4,19,18,7,20,20,20,0
"125",1,1,1,1,1,10,1,10,1,10,10,10,10,1,10,1,10,10,10,10,1,1,10,1,10,1,10,10,1,10,1,1,1,10,1,10,10,1,10,10,10,1,10,10,1,1,1,10,10,10,21,21,20,6,4,16,14,2,12,13,4,5,9,7,5,18,15,7,10,21,0
"126",1,1,10,1,10,1,10,1,1,10,1,1,1,1,10,1,10,1,10,1,1,1,10,10,10,10,1,1,1,10,1,1,10,1,1,1,10,1,10,10,10,10,10,1,10,10,10,1,10,1,10,10,7,4,7,15,7,9,13,12,14,14,4,14,11,14,5,7,4,15,1
"127",10,10,10,1,10,10,10,10,10,1,10,10,1,10,1,1,1,10,10,1,10,1,1,1,10,1,10,10,10,10,10,10,10,1,10,10,10,1,10,1,10,1,10,1,10,1,10,1,1,1,9,4,6,10,5,7,6,19,12,20,11,4,6,11,8,9,6,6,9,20,0
"128",1,1,1,1,10,10,10,10,10,1,10,1,1,1,1,10,10,1,10,10,10,10,10,10,1,10,10,10,1,10,10,10,1,10,10,1,10,1,1,10,10,1,1,1,10,10,1,10,1,10,6,4,8,5,7,4,7,4,4,4,6,10,15,10,16,15,15,2,14,16,1
"129",10,10,1,10,1,1,1,1,10,1,1,10,1,10,10,1,1,1,1,1,1,10,10,10,10,10,1,10,1,1,10,1,1,1,1,10,1,1,1,10,1,10,10,10,10,1,1,1,1,10,10,7,5,5,10,9,4,4,10,18,18,4,18,14,17,5,6,10,15,18,0
"130",1,10,1,10,1,1,10,10,10,1,10,1,1,10,1,1,1,10,1,10,1,10,10,10,10,1,1,10,10,10,1,10,1,1,10,1,1,10,1,10,10,10,1,1,10,10,10,1,1,1,4,4,12,21,18,4,15,15,4,19,17,8,9,16,9,6,2,7,4,21,0
"131",10,1,10,1,10,10,1,1,10,10,10,1,10,1,1,1,10,1,1,10,10,1,10,1,10,10,10,10,10,10,1,10,1,1,10,10,1,10,1,1,10,1,1,1,10,1,1,10,10,1,6,9,8,8,5,4,7,2,16,17,4,13,13,10,11,13,14,20,19,20,0
"132",10,1,10,1,1,1,1,10,1,1,1,10,1,1,10,10,1,10,10,1,1,1,10,1,10,10,1,10,10,10,1,1,10,1,1,10,10,10,10,10,1,10,10,1,10,10,10,1,10,10,5,6,8,11,8,4,14,15,17,7,14,16,4,14,5,11,8,2,5,17,1
"133",10,1,1,10,1,1,10,10,1,10,1,10,10,1,10,1,10,10,10,10,1,1,1,1,10,10,10,1,10,1,1,1,1,1,1,10,10,10,10,1,1,1,1,1,1,10,1,1,1,1,7,5,4,4,5,12,5,11,8,12,5,7,4,5,9,14,14,12,13,14,1
"134",1,10,10,10,1,1,10,10,10,10,10,1,1,1,1,10,10,10,10,1,1,1,1,1,10,1,10,10,1,10,10,1,10,1,1,1,1,1,10,1,1,1,10,1,10,1,10,1,10,1,4,5,4,16,5,19,20,4,17,11,15,8,11,7,14,8,8,2,11,20,0
"135",10,10,1,1,10,10,10,1,10,1,1,10,10,1,10,1,10,10,10,1,1,1,1,1,10,10,1,1,10,1,10,10,10,1,10,1,10,10,10,1,1,10,10,10,10,1,1,1,10,10,7,4,19,4,4,5,5,13,11,19,19,15,11,6,9,5,20,19,2,20,0
"136",1,1,10,1,1,1,1,10,1,10,10,10,1,1,10,1,10,10,1,10,10,1,1,10,1,10,10,10,1,10,1,1,10,10,1,10,1,10,1,1,1,10,10,1,1,10,1,10,1,10,5,6,8,4,2,20,19,14,8,16,14,4,11,10,9,12,5,18,18,20,0
"137",10,1,10,10,10,10,1,10,10,10,1,10,10,10,1,10,1,10,1,1,1,10,10,1,1,1,1,10,10,10,10,10,1,1,1,10,10,1,1,1,10,1,1,1,10,1,10,1,10,1,6,4,15,4,16,10,8,7,5,14,9,19,20,12,5,6,5,2,8,20,0
"138",10,1,1,1,1,1,10,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,10,10,10,10,1,10,10,10,1,10,10,1,1,10,10,10,10,10,1,1,1,1,6,8,4,4,9,9,5,10,17,19,5,9,11,10,5,19,2,12,12,19,0
"139",10,10,1,1,1,1,10,10,10,10,10,10,10,10,10,1,1,1,1,10,10,1,10,1,1,10,1,10,10,1,1,1,10,10,1,1,1,10,1,10,10,10,1,10,10,10,10,10,1,1,15,17,4,7,2,4,11,12,4,6,7,6,13,9,13,12,5,7,10,17,1
"140",10,10,10,1,1,10,1,10,1,10,1,10,1,10,1,1,1,1,1,10,10,10,1,10,10,10,1,1,10,10,10,1,1,10,1,10,10,1,10,1,10,10,10,10,1,1,10,1,1,1,5,4,4,6,5,6,5,20,12,6,12,14,7,4,5,9,6,13,19,20,0
"141",1,1,1,1,10,10,10,10,1,1,1,10,1,10,10,10,1,10,1,10,1,10,10,10,10,1,10,10,10,10,10,1,10,10,10,10,10,1,10,10,10,1,1,1,10,1,10,10,10,10,9,10,19,4,4,10,21,2,5,14,9,4,4,4,6,5,20,21,5,21,0
"142",10,1,1,1,10,1,1,10,1,10,1,1,1,1,1,10,10,10,1,1,10,1,1,10,10,10,10,1,1,1,10,1,1,1,10,10,10,10,1,1,1,1,10,1,10,1,10,10,1,1,6,6,4,7,9,2,9,12,15,13,15,13,15,18,17,14,13,12,13,18,0
"143",10,1,1,1,1,1,1,10,1,1,10,10,1,1,10,10,1,1,1,10,1,10,1,1,10,1,1,1,1,1,1,10,1,10,1,10,1,10,1,1,1,1,10,10,1,10,10,1,10,1,5,6,8,4,7,9,14,13,16,5,13,13,13,10,7,22,19,2,5,22,0
"144",1,1,1,1,1,10,1,10,10,1,10,1,10,1,1,1,1,1,1,10,1,10,10,1,1,10,1,1,1,10,1,1,10,1,10,1,10,1,1,10,1,10,10,1,1,10,10,1,1,1,18,4,8,5,8,2,10,5,6,4,12,8,20,16,15,17,16,13,14,20,0
"145",10,1,1,10,1,10,10,1,1,1,10,1,10,1,1,10,10,1,1,10,10,10,1,1,1,1,1,10,1,1,10,1,10,1,10,1,1,1,1,1,10,1,10,10,10,1,10,1,1,10,4,12,7,6,8,7,5,4,10,17,17,18,14,6,13,20,5,2,5,20,0
"146",1,1,10,10,10,1,10,1,10,10,10,10,1,10,10,1,1,10,10,10,1,1,10,10,1,1,10,1,10,1,1,1,10,1,1,10,1,1,1,10,1,10,1,1,10,1,10,10,10,1,6,17,19,2,4,8,5,8,10,20,14,18,14,11,7,20,20,7,4,20,0
"147",1,10,1,1,1,1,1,10,10,1,10,1,10,1,1,1,10,1,10,10,10,1,1,10,1,10,10,10,1,1,1,10,10,1,1,10,10,10,1,1,1,1,1,10,10,1,10,1,10,10,17,15,12,8,7,6,8,5,4,13,14,12,14,12,13,16,13,9,6,17,1
"148",1,1,10,10,10,10,10,1,1,10,1,1,10,1,1,1,1,10,10,10,1,10,1,1,1,10,10,1,1,10,1,1,1,1,1,10,1,10,1,1,10,10,10,10,1,1,10,1,1,10,4,8,10,7,6,13,6,13,9,12,10,18,12,16,13,10,5,6,9,18,0
"149",1,1,10,1,1,10,1,10,1,10,10,10,10,10,1,10,1,1,1,1,1,10,1,10,10,10,10,10,1,10,10,10,1,10,10,10,10,1,1,1,10,10,1,10,10,1,10,10,1,1,8,8,6,4,13,2,7,5,18,4,6,15,16,4,5,5,6,12,18,18,0
"150",1,1,1,1,10,10,1,10,1,10,10,10,10,10,10,10,1,1,1,10,10,10,1,10,1,10,10,1,1,10,1,1,10,10,1,1,10,1,10,1,1,10,1,10,1,10,10,1,10,1,4,7,11,13,12,5,14,6,5,9,7,6,11,8,5,8,5,2,8,14,1
"151",1,1,10,1,1,1,1,10,10,1,10,1,10,1,1,1,1,1,10,10,1,1,1,1,1,1,1,1,1,10,10,1,10,1,1,1,1,10,10,1,1,1,1,1,1,1,1,10,10,10,7,18,6,4,19,2,7,4,13,16,16,14,16,11,12,19,18,18,19,19,0
"152",1,1,1,10,10,10,1,10,10,10,10,1,10,10,1,10,1,1,10,1,10,10,10,10,1,10,10,10,1,10,10,1,10,1,1,10,1,1,10,10,1,1,10,10,1,1,1,1,10,1,6,4,9,15,8,7,5,6,14,8,4,16,15,18,19,12,6,2,17,19,0
"153",1,10,10,1,10,1,1,10,10,1,10,1,1,10,10,10,1,1,10,10,1,1,10,1,1,1,1,1,10,1,1,10,1,1,10,10,1,10,1,10,10,10,10,10,10,10,1,10,10,10,6,23,6,4,22,11,2,4,13,18,4,19,4,19,19,11,12,5,5,23,0
"154",1,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,10,10,10,10,1,1,1,10,10,10,1,1,10,1,1,10,1,10,10,10,1,10,1,10,10,10,10,10,1,10,1,1,10,10,4,14,6,7,6,2,16,13,5,4,8,12,10,5,5,17,16,17,1
"155",1,10,1,10,10,1,10,1,10,1,10,1,10,1,1,1,10,10,10,10,1,1,10,10,1,10,1,1,10,10,1,1,1,10,10,10,1,1,1,1,1,1,10,1,10,1,1,10,1,1,6,4,9,4,2,5,4,4,12,14,9,6,9,11,21,12,21,18,4,21,0
"156",10,1,1,1,1,10,10,10,1,10,1,10,10,1,1,1,10,1,10,1,1,1,1,10,10,10,1,10,1,1,10,10,1,10,1,10,1,1,10,1,10,1,10,1,10,1,1,10,1,10,7,11,10,4,12,5,2,14,17,4,16,14,16,7,4,15,14,16,13,17,1
"157",1,1,10,10,1,10,1,10,1,1,10,1,10,1,10,10,10,10,1,1,10,1,10,10,1,10,1,1,10,1,1,1,10,1,10,1,1,1,10,1,10,10,10,1,10,10,10,1,1,10,17,4,8,5,11,11,10,6,16,14,5,9,19,13,15,5,2,7,4,19,0
"158",1,10,10,1,1,1,10,1,10,1,10,10,1,1,1,10,1,1,1,10,1,10,1,10,1,10,10,1,10,10,10,10,10,10,1,1,10,1,1,1,10,1,1,10,10,10,1,10,10,1,4,5,15,7,2,7,4,18,15,4,8,6,6,11,6,10,7,7,4,18,0
"159",1,1,10,10,10,10,1,10,1,10,10,1,10,1,1,1,10,1,10,10,1,1,10,10,10,10,1,10,10,10,1,1,10,1,10,1,10,1,1,1,1,10,10,10,10,10,10,10,10,1,10,4,12,8,5,6,7,14,18,17,4,17,13,13,9,15,5,7,4,18,0
"160",10,10,1,1,1,1,1,10,1,1,1,10,10,10,1,1,1,10,1,1,1,1,1,1,10,1,10,10,10,1,10,10,1,1,1,10,1,1,1,10,1,10,1,10,10,10,1,10,1,10,6,8,4,8,15,2,19,22,22,11,17,11,4,19,18,8,5,6,9,22,0
"161",1,1,1,1,1,1,10,10,10,1,1,10,1,1,1,1,10,1,1,10,1,10,1,10,10,1,1,10,10,10,10,10,10,10,10,1,10,1,10,10,10,10,10,10,1,1,1,1,1,10,13,17,5,4,17,6,8,2,8,5,7,4,4,6,17,14,5,12,11,17,1
"162",10,1,1,10,10,1,10,1,10,10,10,1,10,1,1,1,10,1,1,1,1,1,1,1,1,10,1,1,1,10,1,1,1,1,1,1,10,1,1,1,1,1,1,10,1,10,10,1,10,1,4,4,5,6,5,11,18,14,7,21,16,20,8,11,16,8,11,2,5,21,0
"163",1,10,1,10,10,10,1,10,10,1,1,1,1,10,1,10,10,10,1,10,10,1,1,1,10,10,10,1,1,1,10,10,1,10,10,1,10,10,10,1,1,1,1,10,10,10,10,10,1,1,11,4,18,6,21,11,4,5,15,6,8,6,7,4,19,20,2,12,15,21,0
"164",10,10,1,10,10,10,10,10,1,1,10,10,10,10,10,10,1,1,10,1,10,1,10,10,10,1,1,1,1,1,10,1,1,10,1,10,1,10,10,10,1,10,10,10,10,10,1,1,1,10,6,4,9,14,4,7,6,8,19,5,18,22,5,14,9,4,19,2,18,22,0
"165",10,10,1,1,10,10,1,10,10,1,10,10,1,1,1,10,10,1,10,10,10,10,10,1,1,10,10,1,10,10,1,1,10,1,10,1,10,10,1,10,1,10,10,10,1,1,10,10,10,1,5,4,12,7,21,5,5,6,4,13,19,8,6,9,16,17,13,2,16,21,0
"166",10,1,10,1,10,1,1,10,1,1,10,1,1,10,10,1,10,1,1,1,10,1,1,1,10,1,10,10,10,10,10,1,10,1,1,10,1,1,10,1,1,10,1,10,1,10,10,10,10,10,9,11,11,5,6,5,4,7,8,5,9,4,22,20,11,19,8,10,5,22,0
"167",10,10,1,10,10,10,10,1,1,1,1,10,10,1,10,10,10,10,1,1,1,1,10,10,10,1,1,10,10,1,1,10,1,10,10,1,10,1,10,10,10,10,10,10,1,1,10,10,10,10,7,4,9,10,4,11,2,13,5,14,7,4,4,13,13,9,12,5,5,14,1
"168",1,1,10,1,10,10,1,1,10,1,10,1,1,1,10,1,1,1,1,10,10,1,10,1,10,1,10,1,1,1,10,10,1,10,1,10,10,1,10,10,10,1,1,1,1,1,1,1,10,10,7,4,6,7,11,12,4,22,19,4,5,9,7,5,10,18,19,14,11,22,0
"169",10,10,10,1,10,1,1,1,10,10,1,10,1,1,10,10,10,10,1,10,10,1,10,10,1,10,1,10,10,10,1,10,10,1,1,1,10,1,10,10,1,1,10,10,10,1,1,1,10,10,7,5,14,4,8,5,16,19,5,16,21,6,9,18,19,4,11,8,2,21,0
"170",1,10,1,10,1,1,1,10,10,10,10,10,1,10,1,10,10,1,1,1,10,1,1,10,10,10,1,10,10,10,1,1,1,1,10,10,10,1,10,10,1,10,1,1,10,1,10,10,10,10,18,18,14,4,5,2,4,7,4,4,14,8,4,5,22,5,18,5,8,22,0
"171",1,10,10,1,10,1,1,1,10,10,10,10,10,10,10,1,1,10,10,1,1,10,10,10,1,10,1,10,10,1,10,10,1,1,1,1,10,1,1,1,10,10,10,10,1,1,1,10,1,1,17,16,16,2,18,4,7,16,7,11,9,6,10,17,5,5,6,15,7,18,0
"172",10,1,1,10,1,10,1,1,10,10,1,1,1,10,10,10,10,10,1,10,1,10,10,10,10,10,10,1,10,1,1,10,1,1,10,10,1,10,1,1,10,1,10,1,10,10,1,1,1,1,10,10,4,4,7,10,15,16,4,9,5,14,17,16,18,19,13,10,4,19,0
"173",1,10,10,10,10,1,1,10,1,10,1,10,10,10,1,1,10,10,1,10,10,1,1,1,1,1,10,1,1,1,10,1,10,1,1,10,1,1,10,1,1,1,10,1,10,1,1,1,10,10,5,9,7,4,5,9,6,5,10,8,12,12,12,13,14,16,13,9,6,16,1
"174",1,1,10,1,10,10,10,10,10,1,10,1,10,10,1,1,10,10,10,1,1,10,1,1,1,1,1,10,10,10,10,10,10,10,1,10,10,10,1,1,1,1,1,1,10,10,10,1,1,1,9,4,15,11,8,4,17,16,4,16,8,6,19,18,9,6,8,5,14,19,0
"175",1,1,10,10,1,1,10,1,1,1,10,1,10,1,1,10,10,10,1,1,1,10,1,1,1,10,10,10,1,1,1,10,10,10,1,1,10,1,10,10,1,1,10,10,1,1,10,10,10,10,6,13,11,7,8,9,2,5,12,13,4,13,13,15,10,11,14,15,5,15,1
"176",10,1,10,10,10,10,10,1,10,10,1,10,1,10,10,10,10,1,1,1,10,10,1,1,1,1,1,1,10,1,10,1,1,10,1,10,1,10,10,10,1,10,1,1,10,1,10,10,10,1,6,4,9,19,17,14,8,10,21,5,18,21,5,10,7,18,11,2,12,21,0
"177",1,10,10,10,10,10,10,1,1,10,10,10,1,10,10,1,1,1,10,1,1,1,10,1,1,1,10,1,1,10,1,1,1,1,1,10,1,1,10,10,10,1,1,1,1,1,1,10,10,1,6,4,2,4,8,7,4,5,11,18,7,13,11,12,19,7,17,18,17,19,0
"178",1,1,1,10,10,10,1,1,1,1,10,10,10,10,10,10,10,1,10,10,1,1,1,10,1,1,1,1,1,10,10,10,1,1,1,1,10,1,10,10,10,1,1,10,1,10,1,1,1,10,16,18,7,9,18,17,16,5,19,13,17,6,9,16,19,4,6,2,9,19,0
"179",10,10,10,10,1,1,1,1,10,10,10,1,10,10,1,1,10,10,1,1,1,10,10,10,1,1,10,1,1,1,1,1,1,1,1,1,10,10,10,10,1,10,10,1,10,1,1,10,10,10,9,11,12,2,9,4,14,4,6,17,18,5,19,5,17,18,11,14,4,19,0
"180",10,10,10,10,1,10,1,1,1,1,10,10,1,10,10,10,10,1,10,1,1,10,1,1,1,10,1,1,10,1,1,1,1,10,10,1,10,10,10,10,10,10,1,10,10,1,1,1,1,1,9,15,8,4,5,12,5,8,15,9,11,23,14,15,5,5,2,13,10,23,0
"181",1,10,1,1,10,1,10,1,1,10,1,1,10,1,1,1,10,10,10,1,10,10,10,1,10,1,1,1,10,10,10,10,10,10,1,1,1,10,1,1,1,1,10,10,10,10,10,1,1,1,11,13,4,12,11,5,11,10,11,15,13,6,6,9,13,12,2,5,8,15,1
"182",1,10,10,1,10,10,10,10,10,1,10,10,1,1,1,10,1,10,1,10,10,10,10,1,10,1,1,10,10,1,10,1,1,10,10,10,1,1,1,1,1,1,10,1,1,1,10,10,1,10,6,5,4,8,4,2,21,18,6,18,4,5,9,21,20,13,16,15,12,21,0
"183",1,1,10,10,10,10,1,10,10,1,10,1,10,10,1,10,1,10,1,10,10,1,10,1,1,1,10,1,1,1,10,10,1,10,1,1,10,1,10,10,10,1,1,1,1,10,10,1,1,1,4,9,7,4,5,6,8,10,10,10,6,9,19,10,6,18,2,13,16,19,0
"184",10,1,1,10,1,1,10,10,1,1,1,10,10,1,10,1,10,1,1,1,10,10,10,1,10,10,1,1,1,10,10,1,1,1,10,1,1,1,10,10,10,10,10,10,1,1,1,10,10,1,5,4,7,4,2,5,15,18,12,15,11,8,4,9,12,5,7,15,17,18,0
"185",10,1,1,1,10,1,1,1,1,10,10,1,10,10,1,1,1,1,10,10,10,10,10,1,1,10,1,1,10,1,1,10,1,1,1,1,1,10,10,1,1,1,10,1,10,1,1,1,10,1,23,4,27,7,26,5,5,5,17,11,15,6,9,15,18,25,19,2,7,27,0
"186",10,1,1,10,10,1,10,10,1,1,1,1,1,1,1,10,10,1,1,10,10,1,1,1,1,1,10,10,10,1,1,10,1,10,1,1,10,1,10,10,1,1,10,1,1,1,10,1,1,1,10,4,10,5,12,5,5,10,8,8,4,12,13,12,16,17,2,11,14,17,1
"187",1,1,10,10,1,1,10,1,1,1,1,1,10,10,1,1,10,1,10,1,10,1,1,1,10,1,10,1,1,10,1,1,10,10,1,1,10,1,10,1,1,1,10,1,1,10,10,1,1,10,11,13,4,4,12,11,8,11,11,6,10,8,6,9,12,12,11,2,5,13,1
"188",10,10,10,1,10,10,10,1,10,1,10,1,1,1,1,1,10,10,1,1,1,1,10,1,10,1,1,10,10,1,1,1,1,10,10,10,10,10,1,10,1,1,10,10,1,1,1,10,10,1,4,12,4,7,8,4,8,15,14,4,4,9,8,11,5,16,13,8,11,16,1
